#       step         max_devi_v         min_devi_v         avg_devi_v         max_devi_f         min_devi_f         avg_devi_f
      281400       7.785336e-04       2.014592e-04       4.270007e-04       2.449908e-02       3.676253e-03       9.485049e-03
      281500       6.230262e-04       3.304711e-04       4.831928e-04       2.323886e-02       3.719534e-03       9.467606e-03
      281600       8.463078e-04       2.461450e-04       4.193530e-04       2.145161e-02       2.401060e-03       9.091582e-03
      281700       3.546924e-04       5.338464e-05       2.403699e-04       2.386259e-02       3.266650e-03       9.613388e-03
      281800       6.891482e-04       2.486783e-04       4.011918e-04       2.746615e-02       3.952152e-03       1.129170e-02
      281900       6.210116e-04       1.411770e-04       3.712454e-04       2.514064e-02       3.501826e-03       1.037442e-02
      282000       9.189641e-04       2.283366e-04       4.688610e-04       4.237925e-02       2.936430e-03       1.031437e-02
      282100       9.499541e-04       1.355544e-04       5.102467e-04       2.736911e-02       3.257624e-03       1.005477e-02
      282200       9.963060e-04       1.393172e-04       5.241626e-04       2.134252e-02       4.173725e-03       9.298515e-03
      282300       9.757522e-04       2.871471e-04       5.860163e-04       2.754326e-02       3.857666e-03       1.027382e-02
      282400       1.017435e-03       7.866689e-05       5.057125e-04       2.068594e-02       4.244643e-03       1.005768e-02
      282500       8.625593e-04       9.578283e-05       3.550444e-04       1.962514e-02       3.238244e-03       9.642244e-03
      282600       4.813501e-04       1.719863e-04       3.547307e-04       2.044337e-02       2.569825e-03       9.064237e-03
      282700       8.062034e-04       1.945162e-04       4.878615e-04       1.980893e-02       3.282995e-03       9.360158e-03
      282800       9.161467e-04       1.668413e-04       4.611520e-04       2.771560e-02       3.075793e-03       9.588130e-03
      282900       6.992132e-04       1.529545e-04       3.417640e-04       2.071761e-02       3.207139e-03       8.881976e-03
      283000       9.262145e-04       1.633743e-04       4.316563e-04       2.608646e-02       3.119486e-03       9.990583e-03
      283100       3.809425e-04       1.022452e-04       2.358454e-04       1.973599e-02       3.580537e-03       9.227712e-03
      283200       4.541253e-04       1.453182e-04       2.712794e-04       2.226291e-02       3.305530e-03       1.005135e-02
      283300       5.288373e-04       2.280107e-04       3.630552e-04       2.909204e-02       3.346924e-03       1.022990e-02
      283400       5.162499e-04       3.079362e-04       3.917450e-04       3.522507e-02       3.086041e-03       1.076321e-02
      283500       5.713239e-04       5.034611e-05       2.926910e-04       2.809126e-02       3.329527e-03       1.003978e-02
      283600       7.575381e-04       1.912005e-04       4.453247e-04       2.154202e-02       2.297596e-03       9.611442e-03
      283700       5.800009e-04       3.992363e-05       3.372001e-04       2.479299e-02       2.987287e-03       9.099817e-03
      283800       8.019911e-04       1.897619e-04       4.708526e-04       2.284503e-02       3.514626e-03       9.821903e-03
      283900       8.717357e-04       1.396993e-04       5.052891e-04       2.759737e-02       3.660102e-03       1.018652e-02
      284000       8.140372e-04       1.952357e-04       4.291383e-04       2.330569e-02       3.375871e-03       1.037547e-02
      284100       7.415296e-04       2.838561e-04       3.843221e-04       3.945107e-02       3.580493e-03       1.112065e-02
      284200       7.293063e-04       1.188356e-04       4.930059e-04       2.784761e-02       3.577559e-03       1.059658e-02
      284300       9.466868e-04       2.419778e-05       4.884482e-04       2.733779e-02       3.369350e-03       9.857607e-03
      284400       7.640693e-04       1.793856e-04       3.652711e-04       3.380375e-02       2.482941e-03       9.530589e-03
      284500       9.385309e-04       1.983528e-04       5.539865e-04       2.213205e-02       2.500665e-03       8.800814e-03
      284600       6.763033e-04       9.522608e-05       3.827815e-04       2.003191e-02       3.932553e-03       9.339314e-03
      284700       7.609394e-04       1.315038e-04       3.904611e-04       2.185691e-02       2.989580e-03       9.672747e-03
      284800       6.164178e-04       2.779945e-04       4.612478e-04       2.022418e-02       3.999166e-03       1.002536e-02
      284900       1.021558e-03       2.427738e-04       5.348809e-04       4.926881e-02       4.267711e-03       1.061931e-02
      285000       5.856575e-04       1.756800e-04       3.771468e-04       2.238324e-02       3.946012e-03       9.975663e-03
      285100       3.916308e-04       1.118308e-04       2.254971e-04       1.936467e-02       3.544614e-03       9.217766e-03
      285200       6.135918e-04       1.622525e-04       3.690412e-04       2.214920e-02       2.742281e-03       9.193595e-03
      285300       1.001797e-03       2.810466e-04       5.461866e-04       2.460600e-02       3.765929e-03       9.467053e-03
      285400       1.254160e-03       3.066543e-04       6.722242e-04       2.855712e-02       2.964046e-03       1.045795e-02
      285500       1.145239e-03       1.082067e-04       5.909262e-04       2.733296e-02       3.514471e-03       1.041778e-02
      285600       9.275732e-04       2.274886e-04       5.181762e-04       2.647848e-02       4.199282e-03       1.021107e-02
      285700       6.676737e-04       1.530740e-04       4.614505e-04       2.696096e-02       3.317769e-03       9.712414e-03
      285800       4.981312e-04       1.789815e-04       2.948333e-04       2.463874e-02       2.441614e-03       9.944503e-03
      285900       7.957102e-04       1.079865e-04       4.650562e-04       2.530562e-02       2.876670e-03       1.006535e-02
      286000       4.700460e-04       2.015224e-04       3.566052e-04       2.321945e-02       2.920827e-03       9.794669e-03
      286100       9.476325e-04       1.462135e-04       4.865233e-04       2.190288e-02       3.865570e-03       9.337216e-03
      286200       5.010237e-04       6.800849e-05       2.674174e-04       2.397544e-02       3.388420e-03       9.252281e-03
      286300       4.246097e-04       2.116859e-04       3.252981e-04       2.142653e-02       3.229362e-03       9.707509e-03
      286400       7.346291e-04       2.981400e-04       4.577511e-04       3.778972e-02       2.652285e-03       1.089979e-02
      286500       4.273414e-04       1.363537e-04       3.020797e-04       2.461114e-02       3.019208e-03       9.801670e-03
      286600       5.584882e-04       1.850042e-04       3.127395e-04       2.646920e-02       3.099492e-03       1.032412e-02
      286700       7.247725e-04       7.376516e-05       4.363042e-04       3.543746e-02       3.435094e-03       1.063054e-02
      286800       6.318218e-04       1.392153e-04       4.182044e-04       2.920659e-02       3.117753e-03       1.060138e-02
      286900       6.908210e-04       8.984268e-05       3.853986e-04       2.835623e-02       3.809939e-03       1.039159e-02
      287000       6.387050e-04       2.218513e-04       4.083041e-04       2.252221e-02       3.603549e-03       1.060158e-02
      287100       6.841562e-04       2.010218e-04       3.699992e-04       2.502996e-02       3.306117e-03       1.005387e-02
      287200       7.317879e-04       2.153546e-04       4.342808e-04       2.330354e-02       3.849072e-03       1.027195e-02
      287300       6.918263e-04       2.246236e-04       4.221271e-04       1.742334e-02       3.672645e-03       9.786261e-03
      287400       2.709222e-04       1.374217e-04       1.848197e-04       2.053987e-02       3.798203e-03       9.517262e-03
      287500       9.478731e-04       3.637211e-04       4.999021e-04       2.374652e-02       2.991322e-03       9.740133e-03
      287600       8.555512e-04       2.815611e-04       4.819642e-04       3.131054e-02       3.636870e-03       1.043525e-02
      287700       4.135066e-04       1.611595e-04       3.332953e-04       2.549762e-02       3.276907e-03       1.079873e-02
      287800       8.535773e-04       2.466606e-04       5.241220e-04       2.224226e-02       3.961163e-03       1.025876e-02
      287900       7.941426e-04       2.578185e-04       4.324300e-04       1.916724e-02       3.027393e-03       9.453431e-03
      288000       5.618031e-04       1.421390e-04       3.160059e-04       2.770386e-02       2.910197e-03       9.950510e-03
      288100       7.260315e-04       1.496997e-04       3.792855e-04       2.658405e-02       3.629754e-03       9.836028e-03
      288200       5.509543e-04       2.045509e-04       3.278753e-04       2.101548e-02       2.995092e-03       1.015029e-02
      288300       1.092226e-03       1.070489e-04       5.286772e-04       2.108700e-02       3.201351e-03       1.016210e-02
      288400       9.655476e-04       2.303615e-04       5.714497e-04       2.371553e-02       3.986564e-03       1.037729e-02
      288500       9.271873e-04       1.973035e-04       4.843751e-04       2.657669e-02       3.298609e-03       1.000560e-02
      288600       9.180807e-04       1.595133e-04       4.836069e-04       3.356653e-02       4.170239e-03       9.735330e-03
      288700       7.805240e-04       1.742069e-04       4.359998e-04       2.689907e-02       3.375165e-03       1.076231e-02
      288800       5.623804e-04       1.372617e-04       3.592669e-04       3.321125e-02       3.746863e-03       1.014646e-02
      288900       1.195471e-03       1.669967e-04       5.737580e-04       2.255430e-02       3.932626e-03       1.062713e-02
      289000       7.045332e-04       2.874978e-04       4.707867e-04       2.145121e-02       2.876282e-03       9.787556e-03
      289100       1.015768e-03       1.334580e-04       5.669364e-04       2.663779e-02       3.638970e-03       9.960571e-03
      289200       1.182737e-03       1.438010e-04       5.827051e-04       3.338960e-02       4.271636e-03       1.025318e-02
      289300       7.243236e-04       1.797357e-04       3.800774e-04       2.300066e-02       3.533519e-03       9.550646e-03
      289400       8.963965e-04       2.161852e-04       4.883100e-04       2.247395e-02       3.853387e-03       1.030609e-02
      289500       1.180707e-03       2.451107e-04       7.108921e-04       3.361924e-02       3.527974e-03       1.134651e-02
      289600       1.380742e-03       1.928719e-04       6.773489e-04       4.101864e-02       3.288227e-03       1.215979e-02
      289700       1.152813e-03       2.372543e-04       5.513837e-04       3.007873e-02       3.282505e-03       1.032634e-02
      289800       5.110466e-04       1.949466e-04       3.294915e-04       1.971825e-02       4.292026e-03       9.321290e-03
      289900       8.503597e-04       1.876862e-04       4.555701e-04       2.497477e-02       3.332487e-03       9.552257e-03
      290000       5.113850e-04       2.664159e-04       3.973610e-04       2.451616e-02       4.065733e-03       9.761142e-03
      290100       1.019731e-03       1.580801e-04       5.254810e-04       2.720257e-02       3.406283e-03       1.067662e-02
      290200       9.646432e-04       7.044622e-05       5.553286e-04       2.506976e-02       4.002096e-03       1.071975e-02
      290300       9.855409e-04       1.401197e-04       4.699692e-04       2.319036e-02       2.930096e-03       1.059915e-02
      290400       9.342903e-04       3.522515e-04       5.188837e-04       2.543511e-02       2.808785e-03       9.877609e-03
      290500       3.248202e-04       1.016374e-04       2.445338e-04       3.472009e-02       3.631137e-03       9.771995e-03
      290600       6.099098e-04       2.001475e-04       3.227440e-04       2.333193e-02       2.470923e-03       9.852154e-03
      290700       7.290462e-04       7.426246e-05       3.927391e-04       2.538198e-02       4.612222e-03       1.006623e-02
      290800       4.634717e-04       1.724847e-04       2.749255e-04       2.255083e-02       2.620189e-03       9.927019e-03
      290900       5.888848e-04       2.307280e-04       4.649825e-04       2.525952e-02       4.008456e-03       1.023506e-02
      291000       6.795576e-04       2.287133e-04       4.459220e-04       2.256497e-02       2.755965e-03       9.258874e-03
      291100       6.671466e-04       2.148706e-04       4.041234e-04       3.572108e-02       3.916734e-03       1.060330e-02
      291200       7.745556e-04       1.053461e-04       3.803858e-04       2.430082e-02       3.188096e-03       9.691934e-03
      291300       1.022007e-03       1.464906e-04       5.594865e-04       2.362278e-02       3.616147e-03       9.624625e-03
      291400       8.618526e-04       2.396633e-04       5.015697e-04       4.448537e-02       3.370939e-03       1.051066e-02
      291500       8.634431e-04       1.353419e-04       4.140436e-04       2.885905e-02       4.023367e-03       1.036166e-02
      291600       1.058922e-03       7.627887e-05       5.476430e-04       2.259877e-02       4.412832e-03       1.023927e-02
      291700       1.018387e-03       1.526731e-04       5.390431e-04       2.411881e-02       3.586361e-03       9.622105e-03
      291800       1.062003e-03       1.793159e-04       6.588004e-04       3.336564e-02       2.998491e-03       9.677524e-03
      291900       1.229699e-03       2.679859e-04       5.682028e-04       2.230606e-02       3.316630e-03       9.504418e-03
      292000       1.103943e-03       1.435842e-04       5.323232e-04       1.880915e-02       3.825956e-03       9.515989e-03
      292100       1.302483e-03       1.344024e-04       6.113396e-04       3.135105e-02       3.785686e-03       1.063961e-02
      292200       7.792760e-04       9.356253e-05       3.668686e-04       2.164195e-02       3.192784e-03       1.006915e-02
      292300       6.350164e-04       2.027920e-04       3.673607e-04       3.456408e-02       3.413665e-03       9.491699e-03
      292400       7.166930e-04       1.819239e-04       3.429961e-04       2.185661e-02       2.908043e-03       9.900203e-03
      292500       5.663718e-04       1.371618e-04       3.344346e-04       2.503436e-02       2.522063e-03       9.729918e-03
      292600       8.440203e-04       1.539337e-04       3.681468e-04       3.047543e-02       3.065123e-03       1.038547e-02
      292700       7.991181e-04       2.821365e-04       4.583832e-04       3.769869e-02       2.885734e-03       1.014515e-02
      292800       1.031292e-03       1.024071e-04       5.899151e-04       3.168652e-02       3.929164e-03       1.036262e-02
      292900       8.667147e-04       3.193072e-05       4.888510e-04       2.279800e-02       2.984001e-03       9.568238e-03
      293000       6.823736e-04       2.529824e-05       3.818040e-04       2.820872e-02       3.427234e-03       9.675861e-03
      293100       8.626711e-04       2.033837e-04       5.010617e-04       2.528630e-02       3.231536e-03       9.583971e-03
      293200       9.904455e-04       2.675880e-04       5.349146e-04       2.169832e-02       4.060373e-03       9.980404e-03
      293300       1.150424e-03       1.725741e-04       5.757007e-04       2.757918e-02       3.209050e-03       9.416728e-03
      293400       8.817822e-04       1.280126e-04       6.016056e-04       4.053179e-02       2.882077e-03       1.061991e-02
      293500       6.373808e-04       1.777130e-04       4.443343e-04       3.841128e-02       3.980158e-03       1.075520e-02
      293600       7.634669e-04       1.862821e-04       4.296648e-04       3.625930e-02       3.530270e-03       1.039534e-02
      293700       9.899873e-04       2.427375e-04       6.134060e-04       3.026929e-02       3.380381e-03       9.532632e-03
      293800       1.009585e-03       1.103707e-04       5.211599e-04       2.440202e-02       2.831094e-03       9.813223e-03
      293900       8.644685e-04       5.714605e-05       4.545973e-04       1.896739e-02       3.631298e-03       9.447689e-03
      294000       8.636582e-04       1.238397e-04       4.210205e-04       2.357205e-02       3.004449e-03       9.690182e-03
      294100       6.676580e-04       2.104935e-04       3.830267e-04       2.228326e-02       3.179783e-03       8.969220e-03
      294200       5.683682e-04       2.970976e-04       4.183721e-04       2.386905e-02       3.808630e-03       1.052943e-02
      294300       8.004902e-04       1.060300e-04       4.275932e-04       2.264432e-02       2.462100e-03       9.671188e-03
      294400       8.457295e-04       1.585496e-04       3.986104e-04       1.787829e-02       3.651372e-03       9.260866e-03
      294500       5.187138e-04       4.899369e-05       2.414543e-04       3.383239e-02       3.092340e-03       9.647669e-03
      294600       7.959306e-04       1.716060e-04       4.198687e-04       2.648185e-02       3.395716e-03       9.476992e-03
      294700       5.290903e-04       2.997669e-04       4.188551e-04       2.666693e-02       3.855913e-03       1.011798e-02
      294800       1.154759e-03       1.172925e-04       4.948324e-04       2.650101e-02       3.194042e-03       1.003935e-02
      294900       7.622920e-04       1.309765e-04       4.194104e-04       2.299183e-02       4.728572e-03       1.101531e-02
      295000       7.409175e-04       1.702458e-04       4.015648e-04       2.038393e-02       3.176433e-03       1.062683e-02
      295100       1.080960e-03       1.261945e-04       5.493160e-04       3.292770e-02       3.048335e-03       1.035478e-02
      295200       1.039273e-03       3.117594e-04       6.123596e-04       2.702587e-02       3.186042e-03       1.068335e-02
      295300       6.703695e-04       5.952131e-05       3.901078e-04       2.564072e-02       2.798804e-03       1.011447e-02
      295400       1.356176e-03       3.326492e-04       7.179804e-04       2.772692e-02       4.546735e-03       1.108313e-02
      295500       5.712946e-04       1.670207e-04       4.226336e-04       3.968622e-02       3.191761e-03       1.010705e-02
      295600       7.068831e-04       1.667416e-04       3.594978e-04       2.025425e-02       3.459921e-03       9.232265e-03
      295700       1.075636e-03       1.264399e-04       5.634828e-04       2.648979e-02       3.899285e-03       9.365988e-03
      295800       6.173809e-04       1.849188e-04       3.746459e-04       1.848521e-02       2.868411e-03       8.940908e-03
      295900       6.125197e-04       1.464475e-04       3.121807e-04       2.355660e-02       3.570730e-03       9.181596e-03
      296000       6.679728e-04       1.603728e-04       3.913669e-04       1.688485e-02       2.873934e-03       9.005661e-03
      296100       5.142739e-04       1.025088e-04       3.124894e-04       2.258563e-02       3.006398e-03       9.155187e-03
      296200       4.792945e-04       1.676641e-04       3.566479e-04       2.910442e-02       3.792671e-03       9.643110e-03
      296300       4.561077e-04       2.235000e-04       3.329757e-04       1.851656e-02       2.830936e-03       9.207479e-03
      296400       3.384766e-04       1.680622e-04       2.658456e-04       2.978678e-02       3.408654e-03       1.000809e-02
      296500       5.739705e-04       1.305482e-04       3.566158e-04       2.342600e-02       3.522000e-03       9.330937e-03
      296600       6.854207e-04       2.488698e-04       3.455388e-04       2.353541e-02       2.518643e-03       9.455112e-03
      296700       6.687706e-04       1.101589e-04       3.563698e-04       1.964214e-02       2.277905e-03       9.071611e-03
      296800       9.382559e-04       1.221282e-04       4.729640e-04       2.356563e-02       3.350618e-03       9.408553e-03
      296900       6.242200e-04       1.156063e-04       3.977567e-04       1.915831e-02       3.463592e-03       9.549294e-03
      297000       5.404645e-04       2.808345e-04       4.215256e-04       1.751482e-02       4.063988e-03       9.645345e-03
      297100       9.004651e-04       8.086444e-05       4.100936e-04       1.827877e-02       3.566890e-03       9.064151e-03
      297200       6.456378e-04       1.647696e-04       3.617836e-04       2.280441e-02       3.738744e-03       9.794068e-03
      297300       9.770366e-04       1.419646e-04       4.630211e-04       2.405824e-02       2.652251e-03       9.496184e-03
      297400       8.935704e-04       6.882235e-05       5.166061e-04       3.405267e-02       3.197202e-03       1.040340e-02
      297500       7.763730e-04       1.766738e-04       4.053734e-04       2.683784e-02       3.613507e-03       9.845157e-03
      297600       4.893238e-04       8.985661e-05       2.764258e-04       2.635952e-02       3.845272e-03       9.740900e-03
      297700       9.928013e-04       6.058399e-05       5.341617e-04       1.938854e-02       3.811568e-03       9.547770e-03
      297800       8.406112e-04       1.522930e-04       5.070192e-04       2.553953e-02       2.719833e-03       9.753142e-03
      297900       9.260398e-04       7.154689e-05       4.878209e-04       1.906943e-02       3.274460e-03       9.323758e-03
      298000       8.303120e-04       1.468956e-04       4.141828e-04       2.810306e-02       3.552538e-03       9.219102e-03
      298100       7.266063e-04       1.879964e-04       3.735534e-04       2.184191e-02       3.304660e-03       9.780191e-03
      298200       7.152585e-04       1.673243e-04       4.114907e-04       2.778718e-02       2.577166e-03       9.912546e-03
      298300       8.708768e-04       1.896230e-04       4.179590e-04       2.589764e-02       3.336527e-03       9.709299e-03
      298400       9.476451e-04       2.527019e-04       4.969707e-04       2.708422e-02       2.956649e-03       9.477824e-03
      298500       1.191627e-03       7.374456e-05       5.958070e-04       2.286500e-02       3.757479e-03       9.494931e-03
      298600       8.663797e-04       1.611627e-04       5.019654e-04       2.591923e-02       3.089752e-03       9.843202e-03
      298700       1.184869e-03       2.318661e-04       5.869609e-04       2.122228e-02       4.212367e-03       9.422512e-03
      298800       6.692783e-04       1.374441e-04       3.705146e-04       2.100147e-02       2.722112e-03       9.222703e-03
      298900       8.578364e-04       1.408891e-04       5.014587e-04       3.429232e-02       2.567989e-03       1.016186e-02
      299000       7.455212e-04       7.720093e-05       4.316514e-04       2.204839e-02       3.201844e-03       8.938598e-03
      299100       8.541289e-04       7.308473e-05       3.940683e-04       2.925330e-02       2.336027e-03       9.856493e-03
      299200       8.266538e-04       1.779848e-04       3.748273e-04       2.098692e-02       4.238928e-03       9.022298e-03
      299300       8.550324e-04       2.575710e-04       5.179360e-04       2.444660e-02       2.982770e-03       9.304107e-03
      299400       9.357961e-04       1.525851e-04       5.039338e-04       2.636097e-02       3.228510e-03       9.291937e-03
      299500       1.196246e-03       1.885357e-04       5.713575e-04       2.174266e-02       2.818446e-03       8.567498e-03
      299600       1.090837e-03       6.852471e-05       4.627947e-04       1.956342e-02       3.702733e-03       9.177056e-03
      299700       8.218276e-04       1.236211e-04       4.742078e-04       2.693745e-02       3.260588e-03       9.096391e-03
      299800       8.036926e-04       2.065831e-04       4.500945e-04       2.722247e-02       4.152302e-03       1.081253e-02
      299900       7.903149e-04       1.856680e-04       4.211417e-04       2.871145e-02       4.123664e-03       1.057722e-02
      300000       4.758060e-04       1.223662e-04       3.317721e-04       2.300616e-02       3.473947e-03       9.766992e-03
      300100       6.925599e-04       7.741111e-05       4.164533e-04       2.117822e-02       2.432866e-03       9.590053e-03
      300200       9.453820e-04       1.977132e-04       5.548536e-04       3.321790e-02       3.061421e-03       1.004819e-02
      300300       1.053663e-03       2.125456e-04       5.706386e-04       2.322752e-02       2.825067e-03       9.521298e-03
      300400       1.117830e-03       2.726920e-04       5.991891e-04       3.132711e-02       2.284449e-03       9.896975e-03
      300500       7.668215e-04       2.903968e-04       4.889509e-04       2.646634e-02       3.088535e-03       1.075033e-02
      300600       7.596989e-04       1.641345e-04       4.259720e-04       2.138671e-02       4.773625e-03       9.943063e-03
      300700       6.990688e-04       1.395118e-04       3.696714e-04       1.893236e-02       3.259676e-03       9.451256e-03
      300800       5.659625e-04       1.473766e-04       3.819064e-04       2.658677e-02       2.707563e-03       9.077061e-03
      300900       7.186989e-04       1.571777e-04       4.237825e-04       2.232534e-02       3.055148e-03       9.405159e-03
      301000       8.347578e-04       1.823913e-04       4.654300e-04       2.452832e-02       2.783930e-03       9.581701e-03
      301100       8.493920e-04       2.505561e-04       5.092040e-04       2.078168e-02       3.725818e-03       9.776724e-03
      301200       8.432934e-04       1.131709e-04       4.517445e-04       2.552820e-02       3.230958e-03       9.753459e-03
      301300       8.104876e-04       1.524742e-04       3.978519e-04       2.750323e-02       3.526824e-03       1.016111e-02
      301400       5.428435e-04       1.075048e-04       3.491228e-04       3.445714e-02       3.460169e-03       9.571219e-03
      301500       8.255239e-04       1.216995e-04       3.580447e-04       1.991441e-02       2.518979e-03       9.774230e-03
      301600       5.012635e-04       3.662355e-05       2.885952e-04       2.413723e-02       3.116322e-03       9.458559e-03
      301700       7.771294e-04       1.322264e-04       3.553288e-04       2.289243e-02       2.886906e-03       9.638842e-03
      301800       9.096795e-04       2.596833e-04       4.986500e-04       2.747682e-02       3.336854e-03       1.056162e-02
      301900       6.320055e-04       3.031870e-04       4.338952e-04       2.363102e-02       4.130075e-03       1.012709e-02
      302000       3.079451e-04       1.003590e-04       2.483691e-04       2.323383e-02       2.198012e-03       9.416626e-03
      302100       6.231828e-04       2.413745e-04       4.097601e-04       1.750223e-02       2.398276e-03       8.942495e-03
      302200       5.031475e-04       2.151755e-04       3.492557e-04       2.080179e-02       3.094847e-03       9.013020e-03
      302300       5.730535e-04       1.848159e-04       3.917968e-04       2.624315e-02       2.647908e-03       9.308810e-03
      302400       6.222433e-04       1.578365e-04       3.563944e-04       2.295846e-02       3.516067e-03       9.248150e-03
      302500       6.067874e-04       1.900521e-04       3.534836e-04       2.097625e-02       3.779182e-03       9.851995e-03
      302600       1.021904e-03       1.739989e-04       4.959034e-04       2.836328e-02       4.322775e-03       1.060277e-02
      302700       7.974912e-04       1.518984e-04       3.769675e-04       2.495912e-02       3.549304e-03       1.046253e-02
      302800       6.811936e-04       1.535171e-04       3.456101e-04       2.670044e-02       3.380312e-03       9.419358e-03
      302900       3.796998e-04       8.535728e-05       2.733370e-04       1.983378e-02       3.732428e-03       8.813374e-03
      303000       7.454786e-04       2.099047e-04       3.873634e-04       2.417222e-02       2.761221e-03       8.814478e-03
      303100       4.487890e-04       1.853247e-04       3.336290e-04       2.161961e-02       3.606021e-03       9.280420e-03
      303200       7.146693e-04       1.999812e-04       4.173167e-04       2.759561e-02       3.417898e-03       9.785334e-03
      303300       1.037900e-03       3.131667e-04       5.710679e-04       2.885103e-02       2.839307e-03       1.010214e-02
      303400       5.579147e-04       1.434017e-04       3.563951e-04       3.482965e-02       3.213537e-03       9.271541e-03
      303500       1.074319e-03       3.464516e-05       5.245737e-04       2.114002e-02       2.375704e-03       9.173366e-03
      303600       4.109230e-04       1.312548e-04       2.294773e-04       2.618790e-02       2.373940e-03       9.382680e-03
      303700       4.755876e-04       2.445082e-04       3.267982e-04       2.264276e-02       2.386843e-03       9.218976e-03
      303800       4.573153e-04       1.017012e-04       2.174783e-04       2.111453e-02       3.297111e-03       9.274541e-03
      303900       5.105150e-04       6.000571e-05       2.662000e-04       2.173251e-02       3.314577e-03       9.568746e-03
      304000       3.096507e-04       1.518805e-04       2.296239e-04       2.420874e-02       3.596799e-03       9.278002e-03
      304100       6.666636e-04       1.279474e-04       3.617706e-04       2.606408e-02       3.811801e-03       9.976172e-03
      304200       3.441203e-04       1.907021e-04       2.840203e-04       2.686769e-02       4.082844e-03       1.005054e-02
      304300       3.781256e-04       1.534464e-04       2.702427e-04       2.105400e-02       3.747053e-03       9.058980e-03
      304400       4.722687e-04       1.960361e-04       3.247085e-04       3.448738e-02       3.245283e-03       9.829879e-03
      304500       5.306469e-04       1.321518e-04       2.974326e-04       2.056695e-02       3.857493e-03       9.701522e-03
      304600       6.908748e-04       2.415849e-04       4.363606e-04       3.049665e-02       3.261660e-03       9.507142e-03
      304700       5.714236e-04       9.832301e-05       3.056523e-04       4.450019e-02       3.639737e-03       1.019674e-02
      304800       7.067474e-04       1.811903e-04       4.376155e-04       2.322777e-02       2.415277e-03       9.949280e-03
      304900       9.176512e-04       1.316414e-04       4.699920e-04       1.815353e-02       3.346482e-03       9.837517e-03
      305000       8.997518e-04       1.968290e-04       4.454697e-04       2.290726e-02       3.731065e-03       9.410568e-03
      305100       6.012850e-04       2.220973e-04       3.659868e-04       3.326212e-02       3.146072e-03       1.027077e-02
      305200       5.734420e-04       2.389667e-04       3.711239e-04       2.603652e-02       2.629449e-03       9.251977e-03
      305300       1.082175e-03       2.024391e-04       5.411683e-04       2.983026e-02       3.694969e-03       1.018398e-02
      305400       5.755729e-04       2.592272e-04       4.328092e-04       2.844257e-02       3.081789e-03       1.071436e-02
      305500       5.533058e-04       4.154898e-05       2.860709e-04       2.861566e-02       4.231250e-03       1.008960e-02
      305600       7.293907e-04       2.196050e-04       3.691946e-04       2.643556e-02       3.090097e-03       9.974066e-03
      305700       4.495865e-04       2.119587e-04       3.538897e-04       2.525069e-02       2.996384e-03       9.720570e-03
      305800       5.382661e-04       1.455430e-04       3.300704e-04       2.400487e-02       4.057297e-03       9.345128e-03
      305900       6.694903e-04       9.370224e-05       3.186166e-04       2.617496e-02       3.715791e-03       1.010626e-02
      306000       8.744644e-04       1.833422e-04       5.330736e-04       3.865024e-02       3.732276e-03       1.045185e-02
      306100       1.004854e-03       2.346120e-04       4.957907e-04       3.539740e-02       3.376091e-03       1.017241e-02
      306200       4.681650e-04       1.354262e-04       3.369813e-04       5.812814e-02       3.171248e-03       9.761833e-03
      306300       5.657639e-04       1.743408e-04       3.333343e-04       2.517702e-02       2.556475e-03       9.688801e-03
      306400       6.563115e-04       2.269471e-04       3.985041e-04       3.135646e-02       3.435807e-03       9.228090e-03
      306500       6.623586e-04       2.672298e-04       4.298632e-04       3.161055e-02       3.088489e-03       1.021659e-02
      306600       6.302479e-04       3.048725e-04       4.085457e-04       2.450690e-02       3.735825e-03       1.041338e-02
      306700       4.155629e-04       2.017425e-04       3.274383e-04       2.648816e-02       3.913896e-03       1.116528e-02
      306800       3.772467e-04       1.236136e-04       2.812892e-04       2.683080e-02       2.720654e-03       9.850893e-03
      306900       4.841504e-04       3.834018e-05       2.914460e-04       3.857413e-02       3.867108e-03       1.011762e-02
      307000       7.099346e-04       2.359443e-04       4.106373e-04       2.043838e-02       2.898696e-03       9.538859e-03
      307100       7.945606e-04       2.116373e-04       4.614194e-04       2.535193e-02       2.685125e-03       9.631514e-03
      307200       7.845862e-04       1.489119e-04       4.858182e-04       2.088679e-02       2.220490e-03       9.614970e-03
      307300       8.606902e-04       2.165765e-04       4.606998e-04       2.920292e-02       2.931169e-03       1.009933e-02
      307400       8.131198e-04       8.516289e-05       4.929450e-04       2.419510e-02       2.729555e-03       9.140919e-03
      307500       4.375843e-04       1.961262e-04       2.771028e-04       2.747540e-02       3.253568e-03       9.814108e-03
      307600       5.092265e-04       1.670011e-04       2.941137e-04       2.859580e-02       3.398920e-03       1.000862e-02
      307700       8.061590e-04       1.188761e-04       4.037048e-04       3.066916e-02       4.067183e-03       1.020939e-02
      307800       5.801375e-04       1.444549e-04       3.854555e-04       3.020660e-02       3.428918e-03       1.044564e-02
      307900       5.041857e-04       1.704168e-04       3.364494e-04       2.108190e-02       2.846838e-03       9.680746e-03
      308000       7.512680e-04       2.531360e-04       4.620885e-04       1.759978e-02       3.703064e-03       9.275671e-03
      308100       1.075931e-03       3.615153e-04       6.742948e-04       3.051450e-02       2.938770e-03       1.015564e-02
