#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
 144100      2.92e-01    2.94e-01      3.08e-03    2.80e-03      3.81e-02    3.85e-02    5.7e-05
 144200      3.01e-01    3.03e-01      2.25e-03    1.91e-03      3.94e-02    3.98e-02    5.7e-05
 144300      2.83e-01    2.84e-01      3.32e-04    6.33e-05      3.73e-02    3.74e-02    5.7e-05
 144400      3.08e-01    2.92e-01      3.63e-03    2.89e-03      4.00e-02    3.82e-02    5.7e-05
 144500      3.00e-01    3.02e-01      6.41e-04    5.72e-04      3.95e-02    3.98e-02    5.7e-05
 144600      2.91e-01    2.34e-01      1.46e-04    2.17e-04      3.83e-02    3.09e-02    5.7e-05
 144700      2.85e-01    2.75e-01      1.15e-03    1.94e-04      3.75e-02    3.63e-02    5.7e-05
 144800      3.23e-01    3.08e-01      1.97e-03    1.59e-03      4.24e-02    4.05e-02    5.7e-05
 144900      3.35e-01    2.67e-01      4.52e-04    1.49e-03      4.41e-02    3.51e-02    5.7e-05
 145000      2.82e-01    2.57e-01      3.68e-03    3.23e-03      3.85e-02    3.51e-02    5.1e-05
 145100      2.84e-01    2.73e-01      1.46e-03    1.01e-03      3.93e-02    3.79e-02    5.1e-05
 145200      2.95e-01    2.87e-01      4.20e-04    6.28e-05      4.09e-02    3.97e-02    5.1e-05
 145300      2.82e-01    2.96e-01      2.16e-03    2.33e-03      3.89e-02    4.08e-02    5.1e-05
 145400      2.85e-01    2.85e-01      2.02e-03    2.09e-03      3.94e-02    3.93e-02    5.1e-05
 145500      2.75e-01    2.93e-01      1.42e-03    1.05e-03      3.81e-02    4.06e-02    5.1e-05
 145600      2.88e-01    2.91e-01      8.90e-04    1.16e-03      3.99e-02    4.03e-02    5.1e-05
 145700      2.85e-01    2.82e-01      3.52e-04    1.96e-04      3.94e-02    3.91e-02    5.1e-05
 145800      2.74e-01    2.78e-01      9.33e-04    3.44e-04      3.80e-02    3.85e-02    5.1e-05
 145900      2.72e-01    3.00e-01      1.67e-03    2.05e-03      3.76e-02    4.15e-02    5.1e-05
 146000      2.77e-01    2.88e-01      2.54e-03    3.34e-03      3.81e-02    3.95e-02    5.1e-05
 146100      2.86e-01    3.39e-01      2.61e-03    2.75e-03      3.94e-02    4.68e-02    5.1e-05
 146200      2.96e-01    2.82e-01      9.05e-04    1.25e-03      4.09e-02    3.90e-02    5.1e-05
 146300      2.93e-01    2.82e-01      5.80e-04    9.72e-04      4.06e-02    3.90e-02    5.1e-05
 146400      2.73e-01    2.58e-01      2.49e-03    2.16e-03      3.75e-02    3.55e-02    5.1e-05
 146500      2.91e-01    2.88e-01      9.83e-04    3.39e-05      4.03e-02    3.99e-02    5.1e-05
 146600      2.79e-01    2.92e-01      3.28e-03    2.12e-03      3.81e-02    4.03e-02    5.1e-05
 146700      2.90e-01    2.98e-01      6.10e-04    1.23e-04      4.02e-02    4.13e-02    5.1e-05
 146800      2.77e-01    2.58e-01      3.58e-03    3.13e-03      3.78e-02    3.53e-02    5.1e-05
 146900      2.89e-01    2.79e-01      1.08e-03    1.80e-04      4.01e-02    3.86e-02    5.1e-05
 147000      2.79e-01    2.89e-01      3.45e-04    1.04e-03      3.87e-02    4.00e-02    5.1e-05
 147100      2.97e-01    2.75e-01      8.88e-04    2.50e-04      4.11e-02    3.81e-02    5.1e-05
 147200      2.98e-01    2.88e-01      2.58e-03    2.18e-03      4.10e-02    3.98e-02    5.1e-05
 147300      2.92e-01    2.64e-01      2.88e-03    2.15e-03      4.02e-02    3.64e-02    5.1e-05
 147400      2.85e-01    2.96e-01      1.78e-03    2.38e-03      3.94e-02    4.07e-02    5.1e-05
 147500      2.68e-01    2.72e-01      1.17e-03    9.85e-04      3.71e-02    3.76e-02    5.1e-05
 147600      2.86e-01    2.98e-01      1.95e-03    1.61e-03      3.94e-02    4.13e-02    5.1e-05
 147700      2.84e-01    2.70e-01      2.50e-04    8.76e-05      3.94e-02    3.74e-02    5.1e-05
 147800      2.91e-01    2.89e-01      4.42e-04    4.34e-04      4.03e-02    4.00e-02    5.1e-05
 147900      2.68e-01    2.58e-01      4.79e-04    1.77e-04      3.72e-02    3.57e-02    5.1e-05
 148000      2.89e-01    2.74e-01      3.98e-04    1.46e-04      4.01e-02    3.79e-02    5.1e-05
 148100      2.89e-01    2.71e-01      6.13e-04    7.01e-04      4.00e-02    3.75e-02    5.1e-05
 148200      3.05e-01    2.65e-01      2.56e-04    8.79e-06      4.23e-02    3.68e-02    5.1e-05
 148300      2.86e-01    3.08e-01      7.18e-04    6.13e-04      3.96e-02    4.27e-02    5.1e-05
 148400      2.73e-01    2.85e-01      7.60e-04    6.16e-04      3.78e-02    3.96e-02    5.1e-05
 148500      2.82e-01    2.54e-01      2.29e-03    2.45e-03      3.89e-02    3.50e-02    5.1e-05
 148600      2.89e-01    2.92e-01      5.64e-04    2.09e-04      4.01e-02    4.05e-02    5.1e-05
 148700      2.89e-01    2.72e-01      2.71e-03    1.75e-03      3.97e-02    3.76e-02    5.1e-05
 148800      2.75e-01    2.65e-01      3.39e-04    5.22e-04      3.81e-02    3.67e-02    5.1e-05
 148900      2.97e-01    2.64e-01      1.08e-03    1.75e-03      4.11e-02    3.64e-02    5.1e-05
 149000      2.85e-01    2.83e-01      1.15e-03    6.41e-04      3.95e-02    3.92e-02    5.1e-05
 149100      2.87e-01    2.92e-01      2.71e-04    3.13e-04      3.97e-02    4.05e-02    5.1e-05
 149200      2.88e-01    2.74e-01      1.90e-03    2.53e-03      3.97e-02    3.77e-02    5.1e-05
 149300      2.78e-01    2.83e-01      3.49e-03    3.18e-03      3.80e-02    3.88e-02    5.1e-05
 149400      2.75e-01    2.94e-01      3.51e-03    3.19e-03      3.75e-02    4.03e-02    5.1e-05
 149500      2.87e-01    2.91e-01      5.90e-04    4.92e-04      3.97e-02    4.03e-02    5.1e-05
 149600      2.79e-01    3.00e-01      3.20e-04    3.65e-04      3.87e-02    4.16e-02    5.1e-05
 149700      2.84e-01    2.74e-01      4.44e-04    4.48e-04      3.94e-02    3.79e-02    5.1e-05
 149800      2.92e-01    2.92e-01      3.13e-03    2.72e-03      4.01e-02    4.02e-02    5.1e-05
 149900      2.93e-01    2.75e-01      8.11e-04    6.91e-04      4.05e-02    3.81e-02    5.1e-05
 150000      2.66e-01    2.87e-01      9.43e-04    7.87e-04      3.87e-02    4.19e-02    4.6e-05
 150100      2.72e-01    2.66e-01      1.73e-03    1.04e-03      3.95e-02    3.87e-02    4.6e-05
 150200      2.77e-01    2.62e-01      1.20e-03    1.60e-03      4.03e-02    3.80e-02    4.6e-05
 150300      2.61e-01    2.71e-01      1.85e-03    9.84e-04      3.79e-02    3.95e-02    4.6e-05
 150400      2.55e-01    2.46e-01      4.70e-04    5.40e-04      3.72e-02    3.59e-02    4.6e-05
 150500      2.54e-01    2.65e-01      1.35e-03    1.21e-03      3.70e-02    3.85e-02    4.6e-05
 150600      2.72e-01    2.43e-01      2.68e-03    3.09e-03      3.93e-02    3.49e-02    4.6e-05
 150700      2.84e-01    2.53e-01      1.40e-04    4.92e-04      4.14e-02    3.68e-02    4.6e-05
 150800      2.79e-01    2.46e-01      9.51e-04    1.20e-03      4.06e-02    3.58e-02    4.6e-05
 150900      2.72e-01    2.59e-01      7.91e-04    1.08e-03      3.96e-02    3.77e-02    4.6e-05
 151000      2.79e-01    2.69e-01      2.66e-04    4.42e-04      4.07e-02    3.91e-02    4.6e-05
 151100      2.77e-01    2.81e-01      2.23e-03    2.22e-03      4.02e-02    4.07e-02    4.6e-05
 151200      2.76e-01    2.83e-01      4.08e-03    4.03e-03      3.95e-02    4.06e-02    4.6e-05
 151300      2.80e-01    2.62e-01      7.61e-04    7.98e-04      4.08e-02    3.82e-02    4.6e-05
 151400      2.68e-01    2.73e-01      1.32e-03    1.75e-03      3.90e-02    3.97e-02    4.6e-05
 151500      2.65e-01    2.63e-01      3.36e-04    5.64e-04      3.86e-02    3.83e-02    4.6e-05
 151600      2.65e-01    2.53e-01      9.95e-04    1.18e-03      3.86e-02    3.68e-02    4.6e-05
 151700      2.62e-01    2.57e-01      8.14e-04    8.70e-04      3.82e-02    3.75e-02    4.6e-05
 151800      2.60e-01    2.68e-01      3.35e-04    2.93e-04      3.79e-02    3.90e-02    4.6e-05
 151900      2.63e-01    2.45e-01      1.34e-03    1.22e-03      3.83e-02    3.56e-02    4.6e-05
 152000      2.59e-01    2.68e-01      3.17e-04    6.73e-04      3.78e-02    3.91e-02    4.6e-05
 152100      2.63e-01    2.47e-01      1.85e-04    5.88e-04      3.83e-02    3.60e-02    4.6e-05
 152200      2.84e-01    2.66e-01      8.43e-04    9.20e-04      4.14e-02    3.87e-02    4.6e-05
 152300      2.77e-01    2.75e-01      2.97e-03    2.71e-03      4.00e-02    3.97e-02    4.6e-05
 152400      2.60e-01    2.70e-01      2.21e-04    1.57e-05      3.78e-02    3.94e-02    4.6e-05
 152500      2.77e-01    2.59e-01      4.30e-03    4.19e-03      3.95e-02    3.69e-02    4.6e-05
 152600      2.69e-01    2.63e-01      4.27e-04    1.18e-03      3.93e-02    3.82e-02    4.6e-05
 152700      2.78e-01    2.84e-01      2.87e-03    2.00e-03      4.02e-02    4.12e-02    4.6e-05
 152800      2.72e-01    2.60e-01      3.21e-03    2.48e-03      3.92e-02    3.76e-02    4.6e-05
 152900      2.83e-01    2.78e-01      9.92e-04    6.39e-04      4.12e-02    4.05e-02    4.6e-05
 153000      2.77e-01    2.52e-01      9.43e-04    1.70e-04      4.04e-02    3.67e-02    4.6e-05
 153100      2.66e-01    2.57e-01      1.80e-03    1.11e-03      3.87e-02    3.75e-02    4.6e-05
 153200      2.85e-01    2.59e-01      4.96e-04    4.11e-04      4.15e-02    3.78e-02    4.6e-05
 153300      2.90e-01    2.62e-01      8.24e-04    1.06e-03      4.22e-02    3.81e-02    4.6e-05
 153400      2.60e-01    2.44e-01      2.12e-03    2.18e-03      3.77e-02    3.53e-02    4.6e-05
 153500      2.54e-01    2.31e-01      7.47e-04    1.64e-04      3.70e-02    3.37e-02    4.6e-05
 153600      2.82e-01    2.56e-01      1.17e-03    7.24e-04      4.10e-02    3.72e-02    4.6e-05
 153700      2.74e-01    2.50e-01      2.76e-04    1.30e-04      3.99e-02    3.64e-02    4.6e-05
 153800      2.60e-01    3.09e-01      1.72e-03    9.50e-04      3.78e-02    4.50e-02    4.6e-05
 153900      2.71e-01    2.58e-01      7.28e-04    6.44e-04      3.95e-02    3.76e-02    4.6e-05
 154000      2.71e-01    2.59e-01      5.86e-04    7.16e-04      3.95e-02    3.78e-02    4.6e-05
 154100      2.64e-01    2.48e-01      1.30e-03    1.31e-03      3.83e-02    3.61e-02    4.6e-05
 154200      2.80e-01    2.90e-01      3.23e-03    2.42e-03      4.03e-02    4.21e-02    4.6e-05
 154300      2.55e-01    2.48e-01      7.79e-04    5.10e-04      3.71e-02    3.62e-02    4.6e-05
 154400      2.65e-01    2.59e-01      9.18e-04    1.79e-03      3.87e-02    3.76e-02    4.6e-05
 154500      2.61e-01    2.67e-01      2.00e-04    9.06e-04      3.80e-02    3.89e-02    4.6e-05
 154600      2.73e-01    2.41e-01      1.65e-03    1.80e-03      3.97e-02    3.50e-02    4.6e-05
 154700      2.72e-01    2.86e-01      3.03e-04    3.18e-04      3.96e-02    4.17e-02    4.6e-05
 154800      2.59e-01    2.74e-01      3.36e-03    3.26e-03      3.72e-02    3.94e-02    4.6e-05
 154900      2.82e-01    2.80e-01      8.65e-04    1.12e-03      4.11e-02    4.07e-02    4.6e-05
 155000      2.49e-01    2.52e-01      5.21e-04    9.19e-04      3.81e-02    3.86e-02    4.2e-05
 155100      2.44e-01    2.45e-01      2.75e-04    2.63e-04      3.74e-02    3.76e-02    4.2e-05
 155200      2.63e-01    2.67e-01      4.88e-04    2.88e-04      4.03e-02    4.10e-02    4.2e-05
 155300      2.52e-01    2.38e-01      2.49e-04    6.44e-04      3.87e-02    3.64e-02    4.2e-05
 155400      2.49e-01    2.61e-01      1.99e-04    8.69e-04      3.82e-02    4.00e-02    4.2e-05
 155500      2.40e-01    2.47e-01      1.64e-04    4.56e-04      3.68e-02    3.78e-02    4.2e-05
 155600      2.51e-01    2.38e-01      1.45e-03    1.99e-03      3.84e-02    3.62e-02    4.2e-05
 155700      2.62e-01    2.39e-01      9.63e-04    2.70e-04      4.01e-02    3.66e-02    4.2e-05
 155800      2.53e-01    2.46e-01      3.11e-04    2.16e-04      3.88e-02    3.77e-02    4.2e-05
 155900      2.74e-01    2.62e-01      1.36e-03    1.01e-03      4.19e-02    4.01e-02    4.2e-05
 156000      2.78e-01    2.61e-01      4.69e-04    1.73e-04      4.27e-02    4.00e-02    4.2e-05
 156100      2.64e-01    2.49e-01      1.45e-03    1.54e-03      4.04e-02    3.80e-02    4.2e-05
 156200      2.51e-01    2.59e-01      9.99e-04    1.62e-03      3.85e-02    3.95e-02    4.2e-05
 156300      2.64e-01    2.42e-01      1.35e-03    9.95e-04      4.03e-02    3.71e-02    4.2e-05
 156400      2.68e-01    2.62e-01      4.49e-03    3.36e-03      3.99e-02    3.95e-02    4.2e-05
 156500      2.67e-01    2.21e-01      1.40e-03    1.00e-03      4.08e-02    3.39e-02    4.2e-05
 156600      2.66e-01    2.60e-01      2.65e-04    3.15e-06      4.07e-02    3.98e-02    4.2e-05
 156700      2.42e-01    2.43e-01      5.85e-04    5.58e-04      3.70e-02    3.73e-02    4.2e-05
 156800      2.59e-01    2.37e-01      4.98e-04    8.89e-04      3.97e-02    3.62e-02    4.2e-05
 156900      2.65e-01    2.48e-01      1.04e-04    4.30e-04      4.07e-02    3.81e-02    4.2e-05
 157000      2.63e-01    2.65e-01      1.21e-03    9.58e-04      4.02e-02    4.05e-02    4.2e-05
 157100      2.47e-01    2.49e-01      1.32e-03    1.12e-03      3.77e-02    3.82e-02    4.2e-05
 157200      2.51e-01    2.56e-01      7.50e-04    3.43e-04      3.84e-02    3.93e-02    4.2e-05
 157300      2.50e-01    2.64e-01      7.31e-04    1.83e-04      3.82e-02    4.04e-02    4.2e-05
 157400      2.48e-01    2.35e-01      1.19e-03    8.92e-04      3.79e-02    3.60e-02    4.2e-05
 157500      2.57e-01    2.72e-01      4.74e-04    7.90e-05      3.94e-02    4.17e-02    4.2e-05
 157600      2.76e-01    2.34e-01      5.34e-04    4.61e-05      4.23e-02    3.59e-02    4.2e-05
 157700      2.57e-01    2.38e-01      2.85e-03    2.06e-03      3.90e-02    3.62e-02    4.2e-05
 157800      2.53e-01    2.36e-01      1.33e-03    2.12e-03      3.87e-02    3.59e-02    4.2e-05
 157900      2.59e-01    2.58e-01      3.12e-03    3.75e-03      3.91e-02    3.87e-02    4.2e-05
 158000      2.54e-01    2.41e-01      4.94e-04    4.82e-04      3.89e-02    3.69e-02    4.2e-05
 158100      2.53e-01    2.67e-01      1.71e-03    1.90e-03      3.87e-02    4.08e-02    4.2e-05
 158200      2.52e-01    2.62e-01      1.13e-03    6.24e-04      3.86e-02    4.01e-02    4.2e-05
 158300      2.68e-01    2.45e-01      3.51e-03    3.08e-03      4.05e-02    3.70e-02    4.2e-05
 158400      2.54e-01    2.47e-01      3.67e-04    6.20e-04      3.89e-02    3.78e-02    4.2e-05
 158500      2.48e-01    2.68e-01      1.50e-03    1.08e-03      3.79e-02    4.10e-02    4.2e-05
 158600      2.66e-01    2.49e-01      9.93e-04    1.37e-03      4.08e-02    3.80e-02    4.2e-05
 158700      2.54e-01    2.33e-01      1.76e-03    2.10e-03      3.87e-02    3.55e-02    4.2e-05
 158800      2.60e-01    2.30e-01      4.41e-04    3.25e-04      3.99e-02    3.52e-02    4.2e-05
 158900      2.50e-01    2.53e-01      4.94e-04    1.04e-03      3.84e-02    3.87e-02    4.2e-05
 159000      2.82e-01    2.68e-01      5.58e-04    1.71e-04      4.32e-02    4.10e-02    4.2e-05
 159100      2.60e-01    2.33e-01      7.08e-04    1.02e-03      3.98e-02    3.57e-02    4.2e-05
 159200      2.50e-01    2.42e-01      4.02e-04    9.66e-04      3.83e-02    3.71e-02    4.2e-05
 159300      2.65e-01    2.48e-01      2.94e-03    2.46e-03      4.01e-02    3.77e-02    4.2e-05
 159400      2.57e-01    2.28e-01      1.37e-03    1.41e-03      3.92e-02    3.48e-02    4.2e-05
 159500      2.70e-01    2.44e-01      2.06e-03    2.48e-03      4.11e-02    3.71e-02    4.2e-05
 159600      2.46e-01    2.51e-01      1.67e-03    1.24e-03      3.75e-02    3.84e-02    4.2e-05
 159700      2.54e-01    2.31e-01      1.12e-03    9.06e-04      3.88e-02    3.53e-02    4.2e-05
 159800      2.56e-01    2.45e-01      1.40e-03    4.07e-04      3.91e-02    3.75e-02    4.2e-05
 159900      2.52e-01    2.48e-01      1.63e-03    1.19e-03      3.85e-02    3.80e-02    4.2e-05
 160000      2.57e-01    2.45e-01      1.10e-03    9.70e-04      4.14e-02    3.94e-02    3.8e-05
 160100      2.30e-01    2.40e-01      3.55e-04    3.97e-04      3.71e-02    3.87e-02    3.8e-05
 160200      2.32e-01    2.57e-01      8.63e-04    8.37e-04      3.73e-02    4.14e-02    3.8e-05
 160300      2.47e-01    2.37e-01      5.70e-04    8.69e-04      3.98e-02    3.81e-02    3.8e-05
 160400      2.40e-01    2.27e-01      8.02e-04    7.56e-04      3.86e-02    3.66e-02    3.8e-05
 160500      2.41e-01    2.57e-01      1.40e-03    2.04e-03      3.88e-02    4.11e-02    3.8e-05
 160600      2.35e-01    2.07e-01      2.16e-04    1.68e-04      3.79e-02    3.34e-02    3.8e-05
 160700      2.62e-01    2.38e-01      2.35e-03    1.18e-03      4.19e-02    3.82e-02    3.8e-05
 160800      2.34e-01    2.27e-01      2.53e-03    2.98e-03      3.73e-02    3.59e-02    3.8e-05
 160900      2.35e-01    2.41e-01      5.32e-04    6.68e-04      3.79e-02    3.87e-02    3.8e-05
 161000      2.44e-01    2.19e-01      5.30e-04    8.79e-04      3.93e-02    3.52e-02    3.8e-05
 161100      2.53e-01    2.51e-01      1.11e-03    2.45e-04      4.06e-02    4.04e-02    3.8e-05
 161200      2.29e-01    2.36e-01      6.50e-04    8.94e-04      3.68e-02    3.80e-02    3.8e-05
 161300      2.43e-01    2.40e-01      4.69e-04    1.54e-04      3.91e-02    3.87e-02    3.8e-05
 161400      2.54e-01    2.41e-01      1.62e-03    1.42e-03      4.07e-02    3.88e-02    3.8e-05
 161500      2.41e-01    2.32e-01      1.88e-04    9.70e-06      3.88e-02    3.74e-02    3.8e-05
 161600      2.41e-01    2.10e-01      2.60e-04    1.13e-03      3.89e-02    3.37e-02    3.8e-05
 161700      2.42e-01    2.46e-01      2.07e-03    3.18e-03      3.88e-02    3.91e-02    3.8e-05
 161800      2.58e-01    2.36e-01      9.51e-04    8.65e-04      4.15e-02    3.79e-02    3.8e-05
 161900      2.35e-01    2.34e-01      1.12e-03    5.87e-04      3.78e-02    3.76e-02    3.8e-05
 162000      2.53e-01    2.30e-01      9.62e-04    6.41e-04      4.07e-02    3.70e-02    3.8e-05
 162100      2.50e-01    2.36e-01      8.84e-04    4.16e-04      4.02e-02    3.80e-02    3.8e-05
 162200      2.41e-01    2.40e-01      2.29e-03    2.07e-03      3.86e-02    3.85e-02    3.8e-05
 162300      2.40e-01    2.44e-01      1.49e-03    1.27e-03      3.86e-02    3.92e-02    3.8e-05
 162400      2.44e-01    2.32e-01      6.94e-04    1.94e-04      3.92e-02    3.73e-02    3.8e-05
 162500      2.42e-01    2.30e-01      1.13e-03    1.01e-04      3.89e-02    3.71e-02    3.8e-05
 162600      2.47e-01    2.29e-01      8.52e-04    8.15e-04      3.97e-02    3.69e-02    3.8e-05
 162700      2.59e-01    2.57e-01      8.05e-04    8.77e-04      4.17e-02    4.14e-02    3.8e-05
 162800      2.40e-01    2.54e-01      1.87e-03    1.77e-03      3.84e-02    4.08e-02    3.8e-05
 162900      2.38e-01    2.49e-01      1.83e-03    1.70e-03      3.81e-02    4.00e-02    3.8e-05
 163000      2.42e-01    2.37e-01      3.15e-03    2.27e-03      3.83e-02    3.79e-02    3.8e-05
 163100      2.47e-01    2.37e-01      2.60e-03    2.52e-03      3.94e-02    3.77e-02    3.8e-05
 163200      2.52e-01    2.43e-01      1.26e-03    6.15e-04      4.05e-02    3.91e-02    3.8e-05
 163300      2.43e-01    2.33e-01      1.07e-03    4.52e-04      3.91e-02    3.76e-02    3.8e-05
 163400      2.44e-01    2.20e-01      6.89e-04    2.13e-04      3.93e-02    3.54e-02    3.8e-05
 163500      2.52e-01    2.39e-01      1.67e-03    1.67e-03      4.05e-02    3.83e-02    3.8e-05
 163600      2.50e-01    2.43e-01      8.09e-04    4.80e-04      4.02e-02    3.91e-02    3.8e-05
 163700      2.49e-01    2.33e-01      9.28e-04    1.48e-03      4.00e-02    3.74e-02    3.8e-05
 163800      2.52e-01    2.31e-01      1.04e-03    1.09e-03      4.06e-02    3.71e-02    3.8e-05
 163900      2.51e-01    2.29e-01      2.94e-04    1.44e-04      4.04e-02    3.69e-02    3.8e-05
 164000      2.36e-01    2.18e-01      6.18e-04    2.21e-04      3.80e-02    3.51e-02    3.8e-05
 164100      2.39e-01    2.38e-01      1.04e-03    1.04e-03      3.84e-02    3.83e-02    3.8e-05
