#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
 213000      1.44e-01    1.35e-01      1.34e-03    1.28e-03      3.75e-02    3.53e-02    1.3e-05
 213100      1.55e-01    1.44e-01      1.76e-03    2.12e-03      4.03e-02    3.70e-02    1.3e-05
 213200      1.51e-01    1.44e-01      4.73e-04    3.50e-04      3.97e-02    3.79e-02    1.3e-05
 213300      1.51e-01    1.44e-01      7.38e-04    1.09e-03      3.96e-02    3.78e-02    1.3e-05
 213400      1.48e-01    1.51e-01      1.53e-03    1.17e-03      3.85e-02    3.95e-02    1.3e-05
 213500      1.45e-01    1.33e-01      9.36e-04    6.43e-04      3.78e-02    3.48e-02    1.3e-05
 213600      1.55e-01    1.35e-01      8.33e-04    5.07e-05      4.07e-02    3.54e-02    1.3e-05
 213700      1.42e-01    1.52e-01      4.33e-04    7.58e-04      3.72e-02    3.99e-02    1.3e-05
 213800      1.50e-01    1.47e-01      2.23e-04    2.54e-04      3.94e-02    3.88e-02    1.3e-05
 213900      1.41e-01    1.37e-01      4.32e-04    5.94e-04      3.69e-02    3.61e-02    1.3e-05
 214000      1.48e-01    1.50e-01      8.27e-04    9.24e-04      3.88e-02    3.94e-02    1.3e-05
 214100      1.37e-01    1.72e-01      1.38e-03    2.02e-03      3.57e-02    4.47e-02    1.3e-05
 214200      1.51e-01    1.31e-01      5.07e-04    1.12e-03      3.97e-02    3.42e-02    1.3e-05
 214300      1.43e-01    1.46e-01      6.62e-04    9.74e-04      3.75e-02    3.83e-02    1.3e-05
 214400      1.42e-01    1.47e-01      2.87e-04    2.54e-05      3.73e-02    3.86e-02    1.3e-05
 214500      1.56e-01    1.36e-01      9.01e-04    7.63e-04      4.09e-02    3.56e-02    1.3e-05
 214600      1.44e-01    1.53e-01      3.48e-04    1.49e-04      3.78e-02    4.03e-02    1.3e-05
 214700      1.53e-01    1.44e-01      4.33e-04    6.09e-04      4.01e-02    3.78e-02    1.3e-05
 214800      1.40e-01    1.54e-01      6.73e-04    8.11e-04      3.68e-02    4.03e-02    1.3e-05
 214900      1.48e-01    1.42e-01      5.29e-04    1.36e-04      3.89e-02    3.74e-02    1.3e-05
 215000      1.46e-01    1.35e-01      3.50e-04    3.16e-04      4.01e-02    3.71e-02    1.2e-05
 215100      1.41e-01    1.40e-01      2.65e-03    2.38e-03      3.75e-02    3.75e-02    1.2e-05
 215200      1.52e-01    1.46e-01      4.82e-04    2.31e-04      4.19e-02    4.04e-02    1.2e-05
 215300      1.46e-01    1.47e-01      1.99e-03    1.61e-03      3.96e-02    4.02e-02    1.2e-05
 215400      1.38e-01    1.48e-01      4.52e-04    3.77e-04      3.81e-02    4.09e-02    1.2e-05
 215500      1.42e-01    1.48e-01      6.48e-04    4.36e-04      3.90e-02    4.08e-02    1.2e-05
 215600      1.46e-01    1.11e-01      9.98e-04    1.42e-03      4.00e-02    3.03e-02    1.2e-05
 215700      1.39e-01    1.23e-01      3.88e-04    7.79e-05      3.82e-02    3.40e-02    1.2e-05
 215800      1.44e-01    1.44e-01      9.26e-04    2.67e-04      3.94e-02    3.97e-02    1.2e-05
 215900      1.36e-01    1.38e-01      7.20e-04    9.61e-04      3.74e-02    3.80e-02    1.2e-05
 216000      1.35e-01    1.34e-01      1.84e-04    1.54e-04      3.72e-02    3.70e-02    1.2e-05
 216100      1.34e-01    1.24e-01      2.27e-04    1.15e-06      3.71e-02    3.43e-02    1.2e-05
 216200      1.42e-01    1.42e-01      4.15e-04    4.77e-05      3.93e-02    3.91e-02    1.2e-05
 216300      1.52e-01    1.41e-01      6.20e-04    1.50e-04      4.20e-02    3.89e-02    1.2e-05
 216400      1.48e-01    1.33e-01      1.54e-03    5.34e-04      4.04e-02    3.67e-02    1.2e-05
 216500      1.40e-01    1.42e-01      5.02e-04    9.90e-04      3.86e-02    3.89e-02    1.2e-05
 216600      1.36e-01    1.44e-01      3.30e-04    5.94e-05      3.76e-02    3.98e-02    1.2e-05
 216700      1.41e-01    1.37e-01      1.08e-03    1.17e-03      3.87e-02    3.75e-02    1.2e-05
 216800      1.47e-01    1.41e-01      9.86e-04    6.51e-04      4.02e-02    3.88e-02    1.2e-05
 216900      1.42e-01    1.42e-01      6.53e-04    9.75e-04      3.92e-02    3.90e-02    1.2e-05
 217000      1.41e-01    1.45e-01      4.90e-04    8.50e-05      3.87e-02    4.01e-02    1.2e-05
 217100      1.40e-01    1.40e-01      9.41e-04    8.09e-04      3.85e-02    3.84e-02    1.2e-05
 217200      1.38e-01    1.34e-01      1.75e-04    8.21e-05      3.82e-02    3.70e-02    1.2e-05
 217300      1.37e-01    1.36e-01      5.46e-04    5.79e-04      3.77e-02    3.74e-02    1.2e-05
 217400      1.34e-01    1.37e-01      6.37e-04    6.98e-04      3.68e-02    3.76e-02    1.2e-05
 217500      1.35e-01    1.37e-01      8.86e-04    1.13e-03      3.70e-02    3.75e-02    1.2e-05
 217600      1.37e-01    1.46e-01      5.11e-04    5.63e-04      3.78e-02    4.01e-02    1.2e-05
 217700      1.43e-01    1.33e-01      6.44e-04    5.96e-04      3.94e-02    3.66e-02    1.2e-05
 217800      1.37e-01    1.36e-01      8.63e-04    9.76e-04      3.76e-02    3.73e-02    1.2e-05
 217900      1.40e-01    1.37e-01      1.08e-03    1.20e-03      3.84e-02    3.75e-02    1.2e-05
 218000      1.45e-01    1.41e-01      1.86e-03    1.59e-03      3.95e-02    3.85e-02    1.2e-05
 218100      1.41e-01    1.21e-01      2.79e-04    1.85e-04      3.88e-02    3.34e-02    1.2e-05
 218200      1.43e-01    1.39e-01      4.32e-04    5.87e-04      3.94e-02    3.83e-02    1.2e-05
 218300      1.42e-01    1.34e-01      7.07e-04    6.44e-04      3.91e-02    3.69e-02    1.2e-05
 218400      1.38e-01    1.43e-01      1.40e-03    1.21e-03      3.76e-02    3.91e-02    1.2e-05
 218500      1.43e-01    1.44e-01      1.19e-03    7.28e-04      3.91e-02    3.97e-02    1.2e-05
 218600      1.39e-01    1.33e-01      1.03e-03    5.49e-04      3.83e-02    3.65e-02    1.2e-05
 218700      1.34e-01    1.32e-01      5.93e-04    9.84e-04      3.70e-02    3.63e-02    1.2e-05
 218800      1.33e-01    1.44e-01      9.92e-05    2.81e-04      3.67e-02    3.97e-02    1.2e-05
 218900      1.40e-01    1.43e-01      2.77e-04    2.92e-04      3.86e-02    3.93e-02    1.2e-05
 219000      1.36e-01    1.29e-01      4.95e-04    5.98e-04      3.76e-02    3.55e-02    1.2e-05
 219100      1.43e-01    1.44e-01      3.79e-04    8.29e-05      3.96e-02    3.97e-02    1.2e-05
 219200      1.40e-01    1.44e-01      5.82e-04    5.61e-04      3.87e-02    3.96e-02    1.2e-05
 219300      1.41e-01    1.31e-01      7.89e-04    3.65e-04      3.88e-02    3.63e-02    1.2e-05
 219400      1.41e-01    1.26e-01      6.61e-04    6.42e-04      3.88e-02    3.47e-02    1.2e-05
 219500      1.46e-01    1.40e-01      4.22e-04    1.06e-04      4.03e-02    3.86e-02    1.2e-05
 219600      1.34e-01    1.36e-01      4.21e-04    1.97e-04      3.68e-02    3.76e-02    1.2e-05
 219700      1.38e-01    1.41e-01      4.39e-04    4.34e-04      3.81e-02    3.88e-02    1.2e-05
 219800      1.52e-01    1.41e-01      1.71e-03    1.30e-03      4.13e-02    3.86e-02    1.2e-05
 219900      1.43e-01    1.38e-01      7.59e-04    8.77e-04      3.94e-02    3.78e-02    1.2e-05
 220000      1.39e-01    1.36e-01      5.85e-04    4.31e-04      4.01e-02    3.93e-02    1.1e-05
 220100      1.28e-01    1.35e-01      2.79e-04    7.51e-04      3.69e-02    3.89e-02    1.1e-05
 220200      1.37e-01    1.32e-01      6.94e-04    8.02e-04      3.94e-02    3.82e-02    1.1e-05
 220300      1.33e-01    1.24e-01      4.76e-04    3.73e-04      3.85e-02    3.58e-02    1.1e-05
 220400      1.28e-01    1.35e-01      6.28e-04    5.79e-04      3.68e-02    3.89e-02    1.1e-05
 220500      1.30e-01    1.15e-01      3.11e-04    6.68e-05      3.76e-02    3.32e-02    1.1e-05
 220600      1.37e-01    1.23e-01      2.24e-03    1.55e-03      3.86e-02    3.50e-02    1.1e-05
 220700      1.42e-01    1.34e-01      2.20e-04    2.69e-05      4.10e-02    3.89e-02    1.1e-05
 220800      1.31e-01    1.16e-01      4.44e-04    1.16e-04      3.77e-02    3.36e-02    1.1e-05
 220900      1.39e-01    1.24e-01      8.08e-04    3.80e-04      3.99e-02    3.57e-02    1.1e-05
 221000      1.32e-01    1.14e-01      2.73e-04    3.35e-04      3.81e-02    3.29e-02    1.1e-05
 221100      1.38e-01    1.22e-01      1.09e-03    1.27e-03      3.97e-02    3.49e-02    1.1e-05
 221200      1.40e-01    1.39e-01      4.08e-04    2.95e-04      4.05e-02    4.02e-02    1.1e-05
 221300      1.28e-01    1.25e-01      2.17e-04    2.95e-04      3.70e-02    3.63e-02    1.1e-05
 221400      1.36e-01    1.36e-01      1.29e-03    7.71e-04      3.91e-02    3.91e-02    1.1e-05
 221500      1.35e-01    1.34e-01      1.05e-04    9.45e-05      3.89e-02    3.86e-02    1.1e-05
 221600      1.37e-01    1.23e-01      9.07e-04    3.31e-04      3.95e-02    3.55e-02    1.1e-05
 221700      1.42e-01    1.15e-01      9.50e-04    1.21e-03      4.07e-02    3.30e-02    1.1e-05
 221800      1.33e-01    1.42e-01      1.48e-04    8.07e-04      3.84e-02    4.09e-02    1.1e-05
 221900      1.37e-01    1.22e-01      5.39e-04    4.66e-05      3.96e-02    3.53e-02    1.1e-05
 222000      1.40e-01    1.45e-01      1.36e-03    1.15e-03      4.00e-02    4.18e-02    1.1e-05
 222100      1.27e-01    1.29e-01      2.60e-04    6.44e-04      3.66e-02    3.71e-02    1.1e-05
 222200      1.31e-01    1.30e-01      3.67e-04    1.01e-03      3.78e-02    3.74e-02    1.1e-05
 222300      1.33e-01    1.33e-01      6.45e-04    1.01e-03      3.83e-02    3.82e-02    1.1e-05
 222400      1.35e-01    1.36e-01      4.81e-04    4.31e-04      3.90e-02    3.93e-02    1.1e-05
 222500      1.26e-01    1.28e-01      4.90e-04    3.23e-04      3.63e-02    3.71e-02    1.1e-05
 222600      1.38e-01    1.30e-01      2.66e-04    8.10e-04      3.98e-02    3.74e-02    1.1e-05
 222700      1.33e-01    1.37e-01      9.39e-04    4.88e-04      3.84e-02    3.96e-02    1.1e-05
 222800      1.38e-01    1.29e-01      1.61e-03    7.52e-04      3.93e-02    3.73e-02    1.1e-05
 222900      1.36e-01    1.23e-01      1.13e-03    7.58e-04      3.90e-02    3.55e-02    1.1e-05
 223000      1.30e-01    1.30e-01      2.77e-04    3.82e-04      3.75e-02    3.77e-02    1.1e-05
 223100      1.37e-01    1.32e-01      2.96e-04    6.35e-04      3.96e-02    3.81e-02    1.1e-05
 223200      1.32e-01    1.29e-01      6.09e-04    4.80e-04      3.82e-02    3.72e-02    1.1e-05
 223300      1.35e-01    1.35e-01      9.30e-04    8.08e-04      3.88e-02    3.88e-02    1.1e-05
 223400      1.32e-01    1.38e-01      4.51e-04    2.86e-04      3.82e-02    3.99e-02    1.1e-05
 223500      1.35e-01    1.31e-01      7.58e-04    7.28e-04      3.88e-02    3.79e-02    1.1e-05
 223600      1.27e-01    1.26e-01      6.50e-04    4.79e-04      3.65e-02    3.65e-02    1.1e-05
 223700      1.34e-01    1.38e-01      1.28e-03    1.18e-03      3.84e-02    3.96e-02    1.1e-05
 223800      1.36e-01    1.30e-01      1.12e-03    1.25e-03      3.91e-02    3.72e-02    1.1e-05
 223900      1.34e-01    1.28e-01      8.49e-04    6.58e-04      3.87e-02    3.68e-02    1.1e-05
 224000      1.26e-01    1.28e-01      3.00e-04    5.85e-04      3.63e-02    3.68e-02    1.1e-05
 224100      1.39e-01    1.21e-01      4.94e-04    1.99e-04      4.02e-02    3.50e-02    1.1e-05
 224200      1.33e-01    1.33e-01      1.61e-04    5.12e-04      3.84e-02    3.84e-02    1.1e-05
 224300      1.36e-01    1.32e-01      6.38e-04    8.00e-04      3.94e-02    3.82e-02    1.1e-05
 224400      1.36e-01    1.32e-01      5.79e-04    5.14e-04      3.93e-02    3.80e-02    1.1e-05
 224500      1.34e-01    1.30e-01      1.38e-03    1.75e-03      3.83e-02    3.69e-02    1.1e-05
 224600      1.46e-01    1.42e-01      1.58e-03    1.73e-03      4.18e-02    4.06e-02    1.1e-05
 224700      1.32e-01    1.32e-01      1.03e-03    6.43e-04      3.79e-02    3.82e-02    1.1e-05
 224800      1.30e-01    1.46e-01      8.69e-04    1.02e-03      3.73e-02    4.20e-02    1.1e-05
 224900      1.34e-01    1.30e-01      6.53e-04    3.36e-04      3.88e-02    3.75e-02    1.1e-05
 225000      1.27e-01    1.18e-01      7.89e-04    4.42e-05      3.84e-02    3.58e-02    9.9e-06
 225100      1.23e-01    1.20e-01      5.73e-04    5.09e-04      3.71e-02    3.64e-02    9.9e-06
 225200      1.28e-01    1.35e-01      5.98e-04    5.27e-04      3.86e-02    4.08e-02    9.9e-06
 225300      1.29e-01    1.51e-01      4.78e-04    4.38e-04      3.91e-02    4.57e-02    9.9e-06
 225400      1.27e-01    1.20e-01      5.22e-04    4.23e-04      3.85e-02    3.64e-02    9.9e-06
 225500      1.24e-01    1.29e-01      3.29e-04    2.77e-04      3.77e-02    3.90e-02    9.9e-06
 225600      1.36e-01    1.31e-01      1.77e-03    2.16e-03      4.04e-02    3.87e-02    9.9e-06
 225700      1.19e-01    1.15e-01      3.62e-04    5.42e-05      3.59e-02    3.50e-02    9.9e-06
 225800      1.37e-01    1.28e-01      6.80e-04    4.50e-04      4.15e-02    3.89e-02    9.9e-06
 225900      1.28e-01    1.17e-01      4.98e-04    2.03e-05      3.88e-02    3.55e-02    9.9e-06
 226000      1.25e-01    1.19e-01      4.91e-04    1.57e-04      3.79e-02    3.61e-02    9.9e-06
 226100      1.28e-01    1.25e-01      3.39e-04    3.02e-04      3.86e-02    3.79e-02    9.9e-06
 226200      1.30e-01    1.35e-01      3.76e-04    3.64e-04      3.94e-02    4.08e-02    9.9e-06
 226300      1.25e-01    1.22e-01      5.10e-04    1.37e-04      3.80e-02    3.70e-02    9.9e-06
 226400      1.27e-01    1.27e-01      6.77e-04    8.05e-04      3.84e-02    3.83e-02    9.9e-06
 226500      1.26e-01    1.30e-01      7.71e-04    1.48e-03      3.80e-02    3.89e-02    9.9e-06
 226600      1.25e-01    1.25e-01      4.21e-04    1.01e-03      3.77e-02    3.76e-02    9.9e-06
 226700      1.25e-01    1.29e-01      6.75e-04    1.49e-04      3.76e-02    3.92e-02    9.9e-06
 226800      1.34e-01    1.24e-01      1.51e-04    7.01e-04      4.07e-02    3.76e-02    9.9e-06
 226900      1.26e-01    1.35e-01      5.92e-04    8.08e-04      3.80e-02    4.07e-02    9.9e-06
 227000      1.29e-01    1.24e-01      6.84e-04    7.72e-05      3.89e-02    3.77e-02    9.9e-06
 227100      1.25e-01    1.26e-01      6.72e-04    4.88e-04      3.76e-02    3.82e-02    9.9e-06
 227200      1.35e-01    1.13e-01      4.34e-04    6.66e-05      4.08e-02    3.43e-02    9.9e-06
 227300      1.27e-01    1.30e-01      7.88e-04    1.07e-03      3.84e-02    3.91e-02    9.9e-06
 227400      1.30e-01    1.23e-01      1.88e-03    1.37e-03      3.87e-02    3.67e-02    9.9e-06
 227500      1.28e-01    1.09e-01      5.20e-04    2.45e-05      3.88e-02    3.31e-02    9.9e-06
 227600      1.33e-01    1.32e-01      9.33e-04    5.01e-04      4.02e-02    3.99e-02    9.9e-06
 227700      1.30e-01    1.24e-01      1.80e-03    1.54e-03      3.87e-02    3.70e-02    9.9e-06
 227800      1.26e-01    1.28e-01      3.49e-04    2.21e-04      3.81e-02    3.87e-02    9.9e-06
 227900      1.34e-01    1.28e-01      1.19e-03    9.24e-04      4.04e-02    3.85e-02    9.9e-06
 228000      1.28e-01    1.26e-01      4.88e-04    1.49e-04      3.87e-02    3.82e-02    9.9e-06
 228100      1.29e-01    1.24e-01      3.33e-04    2.94e-04      3.91e-02    3.75e-02    9.9e-06
 228200      1.31e-01    1.27e-01      6.20e-04    8.18e-04      3.95e-02    3.82e-02    9.9e-06
 228300      1.31e-01    1.29e-01      6.11e-04    6.40e-04      3.97e-02    3.90e-02    9.9e-06
 228400      1.24e-01    1.29e-01      1.79e-04    4.13e-04      3.75e-02    3.89e-02    9.9e-06
 228500      1.28e-01    1.24e-01      3.67e-04    1.44e-04      3.87e-02    3.75e-02    9.9e-06
 228600      1.29e-01    1.35e-01      2.20e-04    4.26e-04      3.90e-02    4.10e-02    9.9e-06
 228700      1.22e-01    1.17e-01      1.02e-03    1.18e-03      3.67e-02    3.52e-02    9.9e-06
 228800      1.30e-01    1.26e-01      7.93e-05    1.12e-04      3.94e-02    3.81e-02    9.9e-06
 228900      1.24e-01    1.09e-01      4.78e-04    4.32e-04      3.75e-02    3.30e-02    9.9e-06
 229000      1.23e-01    1.30e-01      1.17e-03    3.89e-04      3.70e-02    3.93e-02    9.9e-06
 229100      1.27e-01    1.15e-01      5.90e-04    2.45e-04      3.83e-02    3.49e-02    9.9e-06
 229200      1.29e-01    1.24e-01      1.17e-03    1.29e-03      3.88e-02    3.73e-02    9.9e-06
 229300      1.21e-01    1.16e-01      3.36e-04    1.93e-04      3.66e-02    3.53e-02    9.9e-06
 229400      1.32e-01    1.31e-01      9.95e-04    1.60e-03      3.97e-02    3.91e-02    9.9e-06
 229500      1.20e-01    1.32e-01      5.73e-04    7.82e-04      3.62e-02    3.99e-02    9.9e-06
 229600      1.28e-01    1.19e-01      4.68e-04    8.63e-04      3.87e-02    3.60e-02    9.9e-06
 229700      1.26e-01    1.27e-01      5.84e-04    5.00e-04      3.82e-02    3.86e-02    9.9e-06
 229800      1.29e-01    1.29e-01      5.56e-04    1.25e-03      3.89e-02    3.86e-02    9.9e-06
 229900      1.34e-01    1.25e-01      1.34e-03    1.03e-03      4.02e-02    3.78e-02    9.9e-06
 230000      1.29e-01    1.26e-01      1.05e-03    1.66e-03      4.06e-02    3.92e-02    8.9e-06
 230100      1.22e-01    1.19e-01      5.48e-04    3.40e-04      3.86e-02    3.78e-02    8.9e-06
 230200      1.29e-01    1.23e-01      1.44e-03    1.05e-03      4.05e-02    3.89e-02    8.9e-06
 230300      1.21e-01    1.11e-01      3.44e-04    5.10e-04      3.82e-02    3.53e-02    8.9e-06
 230400      1.17e-01    1.08e-01      3.10e-04    4.70e-04      3.70e-02    3.44e-02    8.9e-06
 230500      1.23e-01    1.23e-01      2.45e-04    2.93e-04      3.90e-02    3.90e-02    8.9e-06
 230600      1.30e-01    1.13e-01      1.47e-03    1.79e-03      4.08e-02    3.50e-02    8.9e-06
 230700      1.24e-01    1.14e-01      1.74e-03    1.89e-03      3.86e-02    3.54e-02    8.9e-06
 230800      1.20e-01    1.27e-01      9.91e-04    4.14e-04      3.79e-02    4.03e-02    8.9e-06
 230900      1.32e-01    1.18e-01      4.69e-04    5.42e-06      4.17e-02    3.74e-02    8.9e-06
 231000      1.22e-01    1.27e-01      7.97e-04    1.30e-03      3.86e-02    3.99e-02    8.9e-06
 231100      1.21e-01    1.24e-01      1.38e-03    1.42e-03      3.79e-02    3.88e-02    8.9e-06
 231200      1.21e-01    1.08e-01      7.35e-04    3.75e-04      3.81e-02    3.43e-02    8.9e-06
 231300      1.17e-01    1.27e-01      5.05e-04    8.84e-06      3.72e-02    4.05e-02    8.9e-06
 231400      1.17e-01    1.17e-01      8.54e-04    6.81e-04      3.69e-02    3.72e-02    8.9e-06
 231500      1.19e-01    1.23e-01      1.53e-03    1.36e-03      3.73e-02    3.86e-02    8.9e-06
 231600      1.23e-01    1.14e-01      2.46e-04    3.84e-04      3.91e-02    3.63e-02    8.9e-06
 231700      1.20e-01    1.16e-01      7.58e-04    1.23e-03      3.80e-02    3.65e-02    8.9e-06
 231800      1.16e-01    1.15e-01      7.22e-04    1.11e-03      3.68e-02    3.63e-02    8.9e-06
 231900      1.26e-01    1.17e-01      5.08e-04    5.12e-04      3.98e-02    3.70e-02    8.9e-06
 232000      1.23e-01    1.28e-01      4.67e-04    2.40e-04      3.90e-02    4.06e-02    8.9e-06
 232100      1.24e-01    1.22e-01      1.79e-03    1.48e-03      3.86e-02    3.80e-02    8.9e-06
 232200      1.27e-01    1.26e-01      1.04e-03    1.23e-03      3.99e-02    3.97e-02    8.9e-06
 232300      1.23e-01    1.12e-01      1.91e-04    8.30e-06      3.90e-02    3.56e-02    8.9e-06
 232400      1.20e-01    1.19e-01      3.12e-04    3.33e-04      3.81e-02    3.77e-02    8.9e-06
 232500      1.21e-01    1.20e-01      5.64e-04    6.54e-04      3.82e-02    3.81e-02    8.9e-06
 232600      1.17e-01    1.23e-01      3.30e-04    4.47e-05      3.71e-02    3.89e-02    8.9e-06
 232700      1.18e-01    1.12e-01      6.87e-04    1.11e-03      3.73e-02    3.52e-02    8.9e-06
 232800      1.17e-01    1.27e-01      2.34e-03    2.71e-03      3.56e-02    3.87e-02    8.9e-06
 232900      1.20e-01    1.17e-01      2.41e-04    7.30e-04      3.81e-02    3.70e-02    8.9e-06
 233000      1.21e-01    1.14e-01      5.73e-04    2.68e-04      3.84e-02    3.62e-02    8.9e-06
 233100      1.32e-01    1.24e-01      1.60e-03    8.85e-04      4.14e-02    3.93e-02    8.9e-06
 233200      1.28e-01    1.25e-01      9.11e-04    9.01e-04      4.03e-02    3.94e-02    8.9e-06
 233300      1.25e-01    1.11e-01      9.43e-04    8.36e-04      3.95e-02    3.50e-02    8.9e-06
 233400      1.22e-01    1.31e-01      1.79e-03    1.81e-03      3.78e-02    4.07e-02    8.9e-06
 233500      1.24e-01    1.18e-01      5.62e-04    6.96e-05      3.94e-02    3.75e-02    8.9e-06
 233600      1.30e-01    1.26e-01      6.19e-04    5.26e-04      4.12e-02    3.99e-02    8.9e-06
 233700      1.25e-01    1.27e-01      2.30e-03    1.71e-03      3.85e-02    3.96e-02    8.9e-06
 233800      1.18e-01    1.27e-01      6.85e-04    6.49e-04      3.73e-02    4.02e-02    8.9e-06
 233900      1.14e-01    1.18e-01      5.62e-04    6.03e-04      3.60e-02    3.74e-02    8.9e-06
 234000      1.23e-01    1.16e-01      3.88e-04    1.61e-05      3.90e-02    3.68e-02    8.9e-06
 234100      1.19e-01    1.23e-01      7.25e-04    1.36e-03      3.76e-02    3.85e-02    8.9e-06
 234200      1.29e-01    1.13e-01      3.22e-04    1.71e-04      4.10e-02    3.60e-02    8.9e-06
 234300      1.27e-01    1.12e-01      9.40e-04    2.05e-04      4.00e-02    3.55e-02    8.9e-06
 234400      1.20e-01    1.10e-01      3.43e-04    2.25e-04      3.81e-02    3.50e-02    8.9e-06
 234500      1.21e-01    1.17e-01      4.26e-04    7.88e-04      3.82e-02    3.70e-02    8.9e-06
 234600      1.15e-01    1.12e-01      2.78e-04    8.56e-05      3.64e-02    3.57e-02    8.9e-06
 234700      1.18e-01    1.22e-01      3.58e-04    8.44e-05      3.75e-02    3.88e-02    8.9e-06
 234800      1.24e-01    1.19e-01      3.01e-04    4.29e-04      3.92e-02    3.78e-02    8.9e-06
 234900      1.25e-01    1.19e-01      9.51e-04    6.54e-04      3.93e-02    3.76e-02    8.9e-06
 235000      1.24e-01    1.08e-01      8.79e-04    4.31e-04      4.09e-02    3.57e-02    8.1e-06
 235100      1.22e-01    1.11e-01      1.10e-03    5.94e-04      4.03e-02    3.69e-02    8.1e-06
 235200      1.17e-01    1.07e-01      9.40e-04    1.15e-03      3.86e-02    3.51e-02    8.1e-06
 235300      1.17e-01    1.07e-01      1.56e-03    1.72e-03      3.82e-02    3.47e-02    8.1e-06
 235400      1.16e-01    1.20e-01      2.15e-03    1.61e-03      3.72e-02    3.92e-02    8.1e-06
 235500      1.18e-01    1.31e-01      2.34e-03    2.76e-03      3.75e-02    4.18e-02    8.1e-06
 235600      1.14e-01    1.15e-01      2.85e-04    1.75e-05      3.79e-02    3.83e-02    8.1e-06
 235700      1.14e-01    1.10e-01      4.27e-04    6.34e-04      3.78e-02    3.64e-02    8.1e-06
 235800      1.20e-01    1.16e-01      8.08e-04    1.17e-03      3.97e-02    3.81e-02    8.1e-06
 235900      1.12e-01    1.15e-01      1.07e-03    1.34e-03      3.68e-02    3.79e-02    8.1e-06
 236000      1.18e-01    1.15e-01      8.63e-04    3.12e-04      3.89e-02    3.82e-02    8.1e-06
 236100      1.19e-01    1.18e-01      9.91e-04    1.24e-03      3.93e-02    3.89e-02    8.1e-06
 236200      1.13e-01    1.15e-01      5.46e-04    3.14e-04      3.74e-02    3.83e-02    8.1e-06
 236300      1.21e-01    1.01e-01      8.47e-04    4.08e-04      3.99e-02    3.34e-02    8.1e-06
 236400      1.17e-01    1.15e-01      2.05e-04    5.78e-04      3.87e-02    3.81e-02    8.1e-06
 236500      1.13e-01    1.19e-01      7.15e-04    1.55e-04      3.73e-02    3.97e-02    8.1e-06
 236600      1.15e-01    1.20e-01      4.03e-04    1.49e-04      3.81e-02    3.99e-02    8.1e-06
 236700      1.19e-01    1.13e-01      6.63e-04    6.57e-04      3.95e-02    3.75e-02    8.1e-06
 236800      1.17e-01    1.16e-01      7.91e-04    3.38e-04      3.88e-02    3.84e-02    8.1e-06
 236900      1.24e-01    1.07e-01      3.53e-04    3.09e-05      4.10e-02    3.55e-02    8.1e-06
 237000      1.17e-01    1.12e-01      5.04e-04    5.71e-05      3.86e-02    3.74e-02    8.1e-06
 237100      1.17e-01    1.10e-01      6.00e-04    9.41e-04      3.88e-02    3.63e-02    8.1e-06
 237200      1.13e-01    1.17e-01      6.41e-04    9.67e-04      3.75e-02    3.88e-02    8.1e-06
 237300      1.12e-01    1.04e-01      7.07e-04    3.17e-04      3.69e-02    3.44e-02    8.1e-06
 237400      1.13e-01    1.11e-01      1.26e-04    7.43e-04      3.76e-02    3.66e-02    8.1e-06
 237500      1.17e-01    1.06e-01      2.67e-04    5.19e-04      3.87e-02    3.50e-02    8.1e-06
 237600      1.14e-01    1.13e-01      2.73e-04    2.37e-04      3.79e-02    3.74e-02    8.1e-06
 237700      1.19e-01    1.19e-01      7.02e-04    7.39e-04      3.93e-02    3.94e-02    8.1e-06
 237800      1.21e-01    1.12e-01      2.24e-04    9.14e-04      4.03e-02    3.71e-02    8.1e-06
 237900      1.16e-01    1.07e-01      1.44e-03    1.32e-03      3.79e-02    3.52e-02    8.1e-06
 238000      1.18e-01    1.14e-01      3.36e-04    2.08e-04      3.91e-02    3.78e-02    8.1e-06
 238100      1.17e-01    1.13e-01      3.54e-05    8.48e-04      3.89e-02    3.73e-02    8.1e-06
 238200      1.10e-01    1.16e-01      4.31e-04    3.03e-04      3.66e-02    3.85e-02    8.1e-06
 238300      1.15e-01    1.20e-01      2.55e-04    9.31e-04      3.82e-02    3.97e-02    8.1e-06
 238400      1.20e-01    1.15e-01      7.32e-04    1.10e-03      3.96e-02    3.79e-02    8.1e-06
 238500      1.11e-01    1.19e-01      5.32e-04    1.16e-04      3.70e-02    3.95e-02    8.1e-06
 238600      1.19e-01    1.16e-01      8.96e-04    5.26e-04      3.94e-02    3.84e-02    8.1e-06
 238700      1.18e-01    1.07e-01      5.00e-04    5.87e-04      3.90e-02    3.56e-02    8.1e-06
 238800      1.15e-01    1.18e-01      4.79e-04    1.91e-04      3.80e-02    3.92e-02    8.1e-06
 238900      1.21e-01    1.13e-01      4.26e-04    1.10e-04      4.03e-02    3.75e-02    8.1e-06
 239000      1.21e-01    1.12e-01      1.09e-03    9.64e-04      3.97e-02    3.71e-02    8.1e-06
 239100      1.12e-01    1.16e-01      3.55e-04    4.76e-04      3.70e-02    3.83e-02    8.1e-06
 239200      1.13e-01    1.20e-01      3.41e-04    2.93e-05      3.75e-02    3.99e-02    8.1e-06
